% Start time (local timezone): 2017-06-12 09:56:32,943; End time (local timezone): 2017-06-13 09:56:32,943

% Logger.OPC.Channel1.Device2.Tank1.Status.verdiPerMin		Logger.OPC.Channel1.Device2.Tank2.Status.verdiPerMin	Logger.OPC.Channel1.Device2.Tank3.Status.verdiPerMin	Logger.OPC.Modbus.CR1000Datalogger.T_a	

% Interpolative		Interpolative	Interpolative	Interpolative	

% Time UTC	Value	Value	Value	Value	

2017-06-13 07:06:32,943	0,5849609	1,245221E-03	0,1399533	12,23609	

2017-06-13 07:16:32,943	0,5750734	3,759662E-03	0,1362246	12,13588	

2017-06-13 07:26:32,943	0,5677516	3,759662E-03	0,1311584	12,24707	

2017-06-13 07:36:32,943	0,5548095	1,245221E-03	0,1299435	12,51277	

2017-06-13 07:46:32,943	0,5412585	0	0,1300662	12,73647	


